#mjd,i	flux,	err
53816.3	12.237	1.2237
53816.3	13.648	1.3648
53816.3	13.046	1.3046
53816.3	12.752	1.2752
53816.3	13.733	1.3733
53816.3	13.181	1.3181
53816.3	12.779	1.2779
53816.3	12.258	1.2258
53816.3	13.733	1.3733
53816.3	13.194	1.3194
53816.3	12.826	1.2826
53816.3	12.328	1.2328
53816.3	13.692	1.3692
53816.3	13.154	1.3154
53816.3	12.740	1.274
53816.3	12.327	1.2327
53816.3	13.461	1.3461
53816.3	13.152	1.3152
53816.3	12.744	1.2744
53816.3	12.240	1.224
53816.3	13.713	1.3713
53816.3	13.212	1.3212
53816.3	12.702	1.2702
53816.3	12.269	1.2269
53816.3	13.771	1.3771
53816.3	13.108	1.3108
53816.3	12.692	1.2692
53816.3	12.154	1.2154
53816.4	13.715	1.3715
53816.4	13.086	1.3086
53816.4	12.662	1.2662
53816.4	12.196	1.2196
53816.4	13.517	1.3517
53816.4	13.116	1.3116
53816.4	12.712	1.2712
53816.4	12.227	1.2227
53816.4	13.580	1.358
53816.4	13.138	1.3138
53816.4	12.618	1.2618
53816.4	12.203	1.2203
53816.4	13.632	1.3632
53816.4	13.010	1.301
53816.4	12.659	1.2659
53816.4	12.318	1.2318
53816.4	13.607	1.3607
53816.4	13.153	1.3153
53816.4	12.616	1.2616
53816.4	12.328	1.2328
53816.4	13.625	1.3625
53816.4	13.052	1.3052
53816.4	12.570	1.257
53816.4	12.484	1.2484
53816.4	13.553	1.3553
53816.4	12.997	1.2997
53816.4	12.630	1.263
53816.4	12.269	1.2269
53816.4	13.603	1.3603
53816.4	13.109	1.3109
53816.4	12.655	1.2655
53816.4	12.372	1.2372
53816.4	13.586	1.3586
53816.4	13.068	1.3068
53816.5	12.669	1.2669
53816.5	12.400	1.24
53816.5	13.667	1.3667
53816.5	13.210	1.321
53816.5	12.757	1.2757
53816.5	12.325	1.2325
53816.5	13.693	1.3693
53816.5	13.303	1.3303
53816.5	12.766	1.2766
53816.5	12.376	1.2376
53816.5	13.964	1.3964
53816.5	13.200	1.32
53816.5	12.249	1.2249
53816.5	13.922	1.3922
53816.5	13.154	1.3154
53816.5	12.608	1.2608
53816.5	12.423	1.2423
53816.8	13.0	1.3
53817.1	12.387	1.2387
53817.1	11.893	1.1893
53817.1	12.250	1.225
53817.1	12.759	1.2759
53817.1	12.293	1.2293
53817.1	12.204	1.2204
53817.1	13.580	1.358
53817.1	12.635	1.2635
53817.1	12.422	1.2422
53817.1	12.176	1.2176
53817.1	12.978	1.2978
53817.1	12.627	1.2627
53817.1	11.987	1.1987
53817.1	13.808	1.3808
53817.2	12.797	1.2797
53817.2	12.413	1.2413
53817.2	12.217	1.2217
53817.2	13.597	1.3597
53817.2	12.900	1.29
53817.2	12.504	1.2504
53817.2	12.128	1.2128
53817.2	13.724	1.3724
53817.2	12.925	1.2925
53817.2	12.383	1.2383
53817.2	12.245	1.2245
53817.2	13.635	1.3635
53817.2	12.710	1.271
53817.2	12.311	1.2311
53817.2	12.195	1.2195
53817.2	13.588	1.3588
53817.2	12.677	1.2677
53817.2	12.398	1.2398
53817.2	12.143	1.2143
53817.2	13.747	1.3747
53817.2	12.953	1.2953
53817.2	12.365	1.2365
53817.2	12.067	1.2067
53817.2	13.700	1.37
53817.2	13.023	1.3023
53817.2	12.555	1.2555
53817.2	12.254	1.2254
53817.2	13.719	1.3719
53817.2	13.107	1.3107
53817.2	12.533	1.2533
53817.2	12.293	1.2293
53817.2	13.739	1.3739
53817.2	12.931	1.2931
53817.3	12.504	1.2504
53817.3	12.355	1.2355
53817.3	13.723	1.3723
53817.3	12.832	1.2832
53817.3	12.489	1.2489
53817.3	12.196	1.2196
53817.3	13.647	1.3647
53817.3	12.814	1.2814
53817.3	12.436	1.2436
53817.3	12.253	1.2253
53817.3	13.640	1.364
53817.3	12.917	1.2917
53817.3	12.536	1.2536
53817.3	12.268	1.2268
53817.3	13.742	1.3742
53817.3	13.042	1.3042
53817.3	12.636	1.2636
53817.3	12.263	1.2263
53817.3	13.654	1.3654
53817.3	13.043	1.3043
53817.3	12.654	1.2654
53817.3	12.261	1.2261
53817.3	13.679	1.3679
53817.3	12.603	1.2603
53817.3	12.244	1.2244
53817.3	13.744	1.3744
53817.3	13.034	1.3034
53817.3	12.533	1.2533
53817.3	12.273	1.2273
53817.3	13.693	1.3693
53817.3	13.016	1.3016
53817.3	12.557	1.2557
53817.3	12.300	1.23
53817.4	13.715	1.3715
53817.4	12.968	1.2968
53817.4	12.396	1.2396
53817.4	12.221	1.2221
53817.4	13.694	1.3694
53817.4	12.963	1.2963
53817.4	12.311	1.2311
53817.4	12.246	1.2246
53817.4	13.665	1.3665
53817.4	12.738	1.2738
53817.4	12.326	1.2326
53817.4	12.336	1.2336
53817.4	13.711	1.3711
53817.4	12.892	1.2892
53817.4	13.717	1.3717
53817.4	12.775	1.2775
53817.4	12.208	1.2208
53817.4	12.367	1.2367
53817.4	13.681	1.3681
53817.4	12.703	1.2703
53817.4	12.243	1.2243
53817.4	13.701	1.3701
53817.4	12.929	1.2929
53817.4	12.514	1.2514
53817.4	12.215	1.2215
53817.4	13.692	1.3692
53817.4	13.011	1.3011
53817.4	12.561	1.2561
53817.4	12.265	1.2265
53817.4	13.732	1.3732
53817.4	13.027	1.3027
53817.5	12.490	1.249
53817.5	12.205	1.2205
53817.5	13.717	1.3717
53817.5	13.016	1.3016
53817.5	12.416	1.2416
53817.5	12.241	1.2241
53817.5	13.613	1.3613
53817.5	12.627	1.2627
53817.5	12.101	1.2101
53817.5	12.317	1.2317
53817.5	13.491	1.3491
53817.5	12.810	1.281
53817.5	12.365	1.2365
53817.5	12.331	1.2331
53817.5	12.972	1.2972
53817.5	12.543	1.2543
53817.5	12.486	1.2486
53817.9	13.2	1.32
53817.9	12.92	1.292
53818	13.6	1.36
53818.1	12.087	1.2087
53818.1	13.515	1.3515
53818.1	12.328	1.2328
53818.1	12.673	1.2673
53818.1	12.207	1.2207
53818.1	13.467	1.3467
53818.1	12.160	1.216
53818.1	12.505	1.2505
53818.1	12.018	1.2018
53818.1	12.243	1.2243
53818.1	12.588	1.2588
53818.1	12.225	1.2225
53818.1	13.479	1.3479
53818.2	12.505	1.2505
53818.2	12.850	1.285
53818.2	12.325	1.2325
53818.2	13.692	1.3692
53818.2	12.682	1.2682
53818.2	13.027	1.3027
53818.2	12.120	1.212
53818.2	13.509	1.3509
53818.2	12.391	1.2391
53818.2	12.736	1.2736
53818.2	12.166	1.2166
53818.2	13.418	1.3418
53818.2	12.527	1.2527
53818.2	12.872	1.2872
53818.2	12.057	1.2057
53818.2	13.591	1.3591
53818.2	12.393	1.2393
53818.2	12.738	1.2738
53818.2	12.166	1.2166
53818.2	13.412	1.3412
53818.2	12.338	1.2338
53818.2	12.683	1.2683
53818.2	12.185	1.2185
53818.2	12.483	1.2483
53818.2	12.828	1.2828
53818.2	12.166	1.2166
53818.2	13.646	1.3646
53818.2	12.395	1.2395
53818.2	12.740	1.274
53818.2	12.275	1.2275
53818.2	13.466	1.3466
53818.3	12.468	1.2468
53818.3	12.813	1.2813
53818.3	12.085	1.2085
53818.3	13.536	1.3536
53818.3	12.430	1.243
53818.3	12.775	1.2775
53818.3	12.248	1.2248
53818.3	13.567	1.3567
53818.3	12.470	1.247
53818.3	12.815	1.2815
53818.3	12.316	1.2316
53818.3	13.556	1.3556
53818.3	12.337	1.2337
53818.3	12.682	1.2682
53818.3	11.923	1.1923
53818.3	12.448	1.2448
53818.3	12.793	1.2793
53818.3	12.245	1.2245
53818.3	13.500	1.35
53818.3	12.420	1.242
53818.3	12.765	1.2765
53818.3	12.235	1.2235
53818.3	13.527	1.3527
53818.3	12.461	1.2461
53818.3	12.806	1.2806
53818.3	12.303	1.2303
53818.3	12.472	1.2472
53818.3	12.817	1.2817
53818.3	12.178	1.2178
53818.3	13.663	1.3663
53818.3	12.542	1.2542
53818.3	12.887	1.2887
53818.3	12.216	1.2216
53818.4	13.651	1.3651
53818.4	12.462	1.2462
53818.4	12.807	1.2807
53818.4	12.084	1.2084
53818.4	13.626	1.3626
53818.4	12.493	1.2493
53818.4	12.838	1.2838
53818.4	12.179	1.2179
53818.4	13.634	1.3634
53818.4	12.542	1.2542
53818.4	12.887	1.2887
53818.4	12.139	1.2139
53818.4	13.490	1.349
53818.4	12.530	1.253
53818.4	12.875	1.2875
53818.4	12.244	1.2244
53818.4	13.569	1.3569
53818.4	12.533	1.2533
53818.4	12.878	1.2878
53818.4	12.231	1.2231
53818.4	13.613	1.3613
53818.4	12.188	1.2188
53818.4	13.659	1.3659
53818.4	12.541	1.2541
53818.4	12.886	1.2886
53818.4	12.219	1.2219
53818.4	13.525	1.3525
53818.4	12.470	1.247
53818.4	12.815	1.2815
53818.4	12.204	1.2204
53818.4	13.470	1.347
53818.5	12.359	1.2359
53818.5	12.704	1.2704
53818.5	12.359	1.2359
53818.5	13.643	1.3643
53818.5	12.413	1.2413
53818.5	12.758	1.2758
53818.5	12.161	1.2161
53818.5	12.312	1.2312
53818.5	12.368	1.2368
53818.5	12.448	1.2448
53819.1	13.557	1.3557
53819.1	12.698	1.2698
53819.1	12.337	1.2337
53819.1	12.286	1.2286
53819.1	13.532	1.3532
53819.1	12.173	1.2173
53819.1	12.142	1.2142
53819.1	12.338	1.2338
53819.1	12.068	1.2068
53819.1	13.365	1.3365
53819.1	12.611	1.2611
53819.1	12.251	1.2251
53819.1	12.262	1.2262
53819.1	13.234	1.3234
53819.2	12.819	1.2819
53819.2	12.510	1.251
53819.2	12.164	1.2164
53819.2	13.585	1.3585
53819.2	12.975	1.2975
53819.2	12.531	1.2531
53819.2	12.268	1.2268
53819.2	13.512	1.3512
53819.2	12.960	1.296
53819.2	12.451	1.2451
53819.2	12.277	1.2277
53819.2	13.540	1.354
53819.2	12.825	1.2825
53819.2	12.401	1.2401
53819.2	12.126	1.2126
53819.2	13.591	1.3591
53819.2	12.900	1.29
53819.2	12.416	1.2416
53819.2	12.081	1.2081
53819.2	12.869	1.2869
53819.2	12.491	1.2491
53819.2	12.208	1.2208
53819.2	13.553	1.3553
53819.2	13.008	1.3008
53819.2	12.205	1.2205
53819.2	12.185	1.2185
53819.2	13.636	1.3636
53819.2	12.296	1.2296
53819.3	12.637	1.2637
53819.3	12.357	1.2357
53819.3	13.698	1.3698
53819.3	12.995	1.2995
53819.3	12.718	1.2718
53819.3	12.301	1.2301
53819.3	13.693	1.3693
53819.3	13.109	1.3109
53819.3	13.461	1.3461
53819.3	12.871	1.2871
53819.3	12.508	1.2508
53819.3	12.230	1.223
53819.3	13.558	1.3558
53819.3	12.943	1.2943
53819.3	12.443	1.2443
53819.3	12.297	1.2297
53819.3	13.463	1.3463
53819.3	12.880	1.288
53819.3	12.407	1.2407
53819.3	12.085	1.2085
53819.3	13.550	1.355
53819.3	12.781	1.2781
53819.3	12.411	1.2411
53819.3	12.311	1.2311
53819.3	13.543	1.3543
53819.3	12.942	1.2942
53819.3	12.493	1.2493
53819.3	12.289	1.2289
53819.3	13.542	1.3542
53819.3	12.765	1.2765
53819.3	12.479	1.2479
53819.3	12.255	1.2255
53819.4	13.501	1.3501
53819.4	12.900	1.29
53819.4	12.395	1.2395
53819.4	12.266	1.2266
53819.4	13.501	1.3501
53819.4	12.750	1.275
53819.4	12.379	1.2379
53819.4	12.206	1.2206
53819.4	13.410	1.341
53819.4	12.850	1.285
53819.4	12.346	1.2346
53819.4	12.253	1.2253
53819.4	13.405	1.3405
53819.4	12.815	1.2815
53819.4	12.331	1.2331
53819.4	12.283	1.2283
53819.4	13.336	1.3336
53819.4	12.968	1.2968
53819.4	12.431	1.2431
53819.4	12.282	1.2282
53819.4	13.587	1.3587
53819.4	12.794	1.2794
53819.4	12.487	1.2487
53819.4	12.248	1.2248
53819.4	13.645	1.3645
53819.4	12.818	1.2818
53819.4	12.443	1.2443
53819.4	12.276	1.2276
53819.4	13.693	1.3693
53819.4	12.904	1.2904
53819.4	12.418	1.2418
53819.4	12.177	1.2177
53819.4	13.631	1.3631
53819.5	12.851	1.2851
53819.5	12.478	1.2478
53819.5	12.192	1.2192
53819.5	12.935	1.2935
53819.5	12.436	1.2436
53819.5	12.257	1.2257
53819.5	12.984	1.2984
53819.5	12.588	1.2588
53819.5	12.361	1.2361
53819.5	12.241	1.2241
53819.5	12.346	1.2346
53820.1	13.499	1.3499
53820.1	12.882	1.2882
53820.1	12.308	1.2308
53820.1	12.154	1.2154
53820.1	13.613	1.3613
53820.1	12.944	1.2944
53820.1	12.444	1.2444
53820.1	12.046	1.2046
53820.1	12.408	1.2408
53820.1	12.236	1.2236
53820.1	13.641	1.3641
53820.1	12.725	1.2725
53820.1	12.319	1.2319
53820.1	12.169	1.2169
53820.2	13.643	1.3643
53820.2	12.955	1.2955
53820.2	12.700	1.27
53820.2	12.083	1.2083
53820.2	13.503	1.3503
53820.2	12.667	1.2667
53820.2	12.226	1.2226
53820.2	12.021	1.2021
53820.2	13.616	1.3616
53820.2	12.993	1.2993
53820.2	12.395	1.2395
53820.2	12.171	1.2171
53820.2	13.571	1.3571
53820.2	12.835	1.2835
53820.2	12.432	1.2432
53820.2	12.128	1.2128
53820.2	13.672	1.3672
53820.2	12.786	1.2786
53820.2	12.489	1.2489
53820.2	12.257	1.2257
53820.2	13.515	1.3515
53820.2	12.890	1.289
53820.2	12.372	1.2372
53820.2	12.281	1.2281
53820.2	13.570	1.357
53820.2	12.722	1.2722
53820.2	12.276	1.2276
53820.2	12.159	1.2159
53820.2	13.269	1.3269
53820.2	12.856	1.2856
53820.2	12.320	1.232
53820.2	12.194	1.2194
53820.2	13.607	1.3607
53820.2	12.869	1.2869
53820.3	12.486	1.2486
53820.3	12.151	1.2151
53820.3	13.516	1.3516
53820.3	12.812	1.2812
53820.3	12.218	1.2218
53820.3	12.301	1.2301
53820.3	13.460	1.346
53820.3	12.457	1.2457
53820.3	12.058	1.2058
53820.3	12.207	1.2207
53820.3	13.383	1.3383
53820.3	12.628	1.2628
53820.3	12.137	1.2137
53820.3	12.234	1.2234
53820.3	13.298	1.3298
53820.3	12.637	1.2637
53820.3	12.136	1.2136
53820.3	12.272	1.2272
53820.3	13.420	1.342
53820.3	12.523	1.2523
53820.3	12.367	1.2367
53820.3	12.263	1.2263
53820.3	13.535	1.3535
53820.3	12.597	1.2597
53820.3	12.331	1.2331
53820.3	12.288	1.2288
53820.3	13.588	1.3588
53820.3	12.399	1.2399
53820.4	13.855	1.3855
53820.4	12.524	1.2524
53820.4	12.168	1.2168
53820.4	13.666	1.3666
53820.4	12.478	1.2478
53820.4	12.319	1.2319
53820.4	13.701	1.3701
53820.4	12.442	1.2442
53820.4	12.222	1.2222
53820.4	13.731	1.3731
53820.4	12.435	1.2435
53820.4	12.364	1.2364
53820.4	13.619	1.3619
53820.4	12.112	1.2112
53820.4	12.432	1.2432
53821	13.1	1.31
53821.1	13.20	1.32
53821.2	13.1	1.31
53821.9	13.2	1.32
53823.2	13.260	1.326
53823.2	13.514	1.3514
53823.2	12.225	1.2225
53823.2	13.357	1.3357
53823.2	12.137	1.2137
53823.2	13.407	1.3407
53823.2	12.858	1.2858
53823.2	12.597	1.2597
53823.2	12.025	1.2025
53823.2	13.586	1.3586
53823.2	12.899	1.2899
53823.2	12.399	1.2399
53823.2	12.068	1.2068
53823.2	13.541	1.3541
53823.2	12.934	1.2934
53823.2	12.387	1.2387
53823.2	12.001	1.2001
53823.2	13.440	1.344
53823.2	12.925	1.2925
53823.2	12.463	1.2463
53823.2	12.120	1.212
53823.2	13.608	1.3608
53823.2	12.808	1.2808
53823.2	12.344	1.2344
53823.2	12.141	1.2141
53823.2	13.407	1.3407
53823.3	12.716	1.2716
53823.3	12.366	1.2366
53823.3	12.047	1.2047
53823.3	12.683	1.2683
53823.3	12.385	1.2385
53823.3	12.106	1.2106
53823.3	13.499	1.3499
53823.3	12.749	1.2749
53823.3	12.384	1.2384
53823.3	12.229	1.2229
53823.3	13.591	1.3591
53823.3	12.809	1.2809
53823.3	12.498	1.2498
53823.3	11.947	1.1947
53823.3	13.534	1.3534
53823.3	12.826	1.2826
53823.3	12.378	1.2378
53823.3	12.236	1.2236
53823.3	13.444	1.3444
53823.3	12.793	1.2793
53823.3	12.410	1.241
53823.3	12.124	1.2124
53823.3	13.446	1.3446
53823.3	12.785	1.2785
53823.3	12.452	1.2452
53823.3	12.228	1.2228
53823.3	13.388	1.3388
53823.3	12.841	1.2841
53823.3	12.419	1.2419
53823.3	12.270	1.227
53823.3	13.547	1.3547
53823.3	12.822	1.2822
53823.3	12.426	1.2426
53823.4	12.191	1.2191
53823.4	12.816	1.2816
53823.4	12.434	1.2434
53823.4	12.175	1.2175
53823.4	13.384	1.3384
53823.4	12.733	1.2733
53823.4	12.458	1.2458
53823.4	12.282	1.2282
53823.4	13.622	1.3622
53823.4	12.841	1.2841
53823.4	12.415	1.2415
53823.4	12.219	1.2219
53823.4	13.456	1.3456
53823.4	12.722	1.2722
53823.4	12.301	1.2301
53823.4	12.325	1.2325
53823.4	13.364	1.3364
53823.4	12.321	1.2321
53823.4	13.630	1.363
53823.4	12.313	1.2313
53823.4	13.632	1.3632
53823.4	12.290	1.229
53823.9	13.2	1.32
53824.1	12.8	1.28
53824.1	12.952	1.2952
53824.1	12.148	1.2148
53824.1	13.024	1.3024
53824.1	12.144	1.2144
53824.1	13.203	1.3203
53824.2	12.213	1.2213
53824.2	13.134	1.3134
53824.2	12.681	1.2681
53824.2	12.199	1.2199
53824.2	12.143	1.2143
53824.2	13.357	1.3357
53824.2	12.642	1.2642
53824.2	12.490	1.249
53824.2	12.258	1.2258
53824.2	13.576	1.3576
53824.2	12.641	1.2641
53824.2	12.077	1.2077
53824.2	13.028	1.3028
53824.2	12.567	1.2567
53824.2	12.193	1.2193
53824.2	13.448	1.3448
53824.2	12.761	1.2761
53824.2	12.479	1.2479
53824.2	12.072	1.2072
53824.2	13.243	1.3243
53824.2	12.674	1.2674
53824.2	12.225	1.2225
53824.2	12.093	1.2093
53824.2	13.139	1.3139
53824.2	12.886	1.2886
53824.2	12.646	1.2646
53824.2	12.233	1.2233
53824.2	13.531	1.3531
53824.2	12.847	1.2847
53824.2	12.464	1.2464
53824.3	12.032	1.2032
53824.3	13.435	1.3435
53824.3	12.857	1.2857
53824.3	12.525	1.2525
53824.3	12.192	1.2192
53824.3	13.417	1.3417
53824.3	12.864	1.2864
53824.3	12.345	1.2345
53824.3	12.201	1.2201
53824.3	12.975	1.2975
53824.3	12.236	1.2236
53824.3	12.198	1.2198
53824.3	12.145	1.2145
53824.3	12.030	1.203
53824.3	12.144	1.2144
53824.3	13.083	1.3083
53824.3	12.792	1.2792
53824.3	12.448	1.2448
53824.3	12.332	1.2332
53824.3	13.335	1.3335
53824.3	12.872	1.2872
53824.3	12.254	1.2254
53824.3	12.347	1.2347
53824.3	13.401	1.3401
53824.4	12.878	1.2878
53824.4	12.459	1.2459
53824.4	12.190	1.219
53824.4	13.504	1.3504
53824.4	12.828	1.2828
53824.4	12.376	1.2376
53824.4	12.278	1.2278
53824.4	13.712	1.3712
53824.4	13.030	1.303
53824.4	12.556	1.2556
53824.4	13.332	1.3332
53824.4	12.654	1.2654
53824.4	12.141	1.2141
53824.4	12.195	1.2195
53824.4	13.454	1.3454
53824.4	12.651	1.2651
53824.4	12.216	1.2216
53824.4	13.368	1.3368
53824.4	12.378	1.2378
53826	12.8	1.28
53826.8	12.9	1.29
53826.9	12.9	1.29
53826.9	13.4	1.34
53827.1	13.249	1.3249
53827.1	12.779	1.2779
53827.1	12.082	1.2082
53827.1	12.116	1.2116
53827.1	13.477	1.3477
53827.1	12.776	1.2776
53827.1	12.414	1.2414
53827.1	12.104	1.2104
53827.1	13.364	1.3364
53827.1	12.726	1.2726
53827.2	12.462	1.2462
53827.2	12.146	1.2146
53827.2	13.563	1.3563
53827.2	12.687	1.2687
53827.2	12.406	1.2406
53827.2	12.014	1.2014
53827.2	13.270	1.327
53827.2	12.921	1.2921
53827.2	12.435	1.2435
53827.2	13.464	1.3464
53827.2	12.049	1.2049
53827.2	12.476	1.2476
53827.2	12.814	1.2814
53827.2	12.585	1.2585
53827.2	12.290	1.229
53827.2	13.472	1.3472
53827.2	12.845	1.2845
53827.2	12.466	1.2466
53827.2	12.186	1.2186
53827.2	13.426	1.3426
53827.2	12.834	1.2834
53827.2	12.362	1.2362
53827.2	12.152	1.2152
53827.2	13.465	1.3465
53827.2	12.702	1.2702
53827.2	12.219	1.2219
53827.2	12.055	1.2055
53827.3	13.455	1.3455
53827.3	12.846	1.2846
53827.3	12.356	1.2356
53827.3	12.176	1.2176
53827.3	13.376	1.3376
53827.3	12.618	1.2618
53827.3	12.272	1.2272
53827.3	12.124	1.2124
53827.3	13.338	1.3338
53827.3	12.608	1.2608
53827.3	12.301	1.2301
53827.3	12.168	1.2168
53827.3	13.201	1.3201
53827.3	12.714	1.2714
53827.3	12.470	1.247
53827.3	12.256	1.2256
53827.3	13.382	1.3382
53827.3	12.788	1.2788
53827.3	12.376	1.2376
53827.3	12.266	1.2266
53827.3	13.518	1.3518
53827.3	12.869	1.2869
53827.3	12.358	1.2358
53827.3	12.273	1.2273
53827.3	13.464	1.3464
53827.3	12.790	1.279
53827.3	12.442	1.2442
53827.3	12.149	1.2149
53827.3	13.537	1.3537
53827.3	12.805	1.2805
53827.3	12.489	1.2489
53827.3	12.231	1.2231
53827.3	13.491	1.3491
53827.4	12.769	1.2769
53827.4	12.464	1.2464
53827.4	12.234	1.2234
53827.4	13.581	1.3581
53827.4	12.836	1.2836
53827.4	12.458	1.2458
53827.4	12.271	1.2271
53827.4	13.492	1.3492
53827.4	12.920	1.292
53827.4	12.507	1.2507
53827.4	12.234	1.2234
53827.4	13.455	1.3455
53827.4	12.824	1.2824
53827.4	12.317	1.2317
53827.4	12.164	1.2164
53827.4	13.558	1.3558
53827.4	12.782	1.2782
53827.4	12.472	1.2472
53827.4	12.132	1.2132
53827.4	13.653	1.3653
53827.4	12.945	1.2945
53827.4	12.585	1.2585
53827.4	12.211	1.2211
53827.5	13.500	1.35
53827.5	12.252	1.2252
53827.5	12.360	1.236
53827.9	13.0	1.3
53828.1	13.614	1.3614
53828.1	12.835	1.2835
53828.1	12.739	1.2739
53828.1	12.391	1.2391
53828.1	12.970	1.297
53828.1	12.227	1.2227
53828.1	13.564	1.3564
53828.1	12.91	1.291
53828.1	12.943	1.2943
53828.1	12.62	1.262
53828.1	12.482	1.2482
53828.1	12.178	1.2178
53828.1	13.451	1.3451
53828.2	12.519	1.2519
53828.2	12.235	1.2235
53828.2	13.477	1.3477
53828.2	12.845	1.2845
53828.2	12.212	1.2212
53828.2	12.133	1.2133
53828.2	13.386	1.3386
53828.2	12.612	1.2612
53828.2	12.138	1.2138
53828.2	12.181	1.2181
53828.2	13.127	1.3127
53828.2	12.616	1.2616
53828.2	12.281	1.2281
53828.2	12.181	1.2181
53828.2	13.241	1.3241
53828.2	12.834	1.2834
53828.2	12.516	1.2516
53828.2	12.191	1.2191
53828.2	13.368	1.3368
53828.2	12.663	1.2663
53828.2	12.406	1.2406
53828.2	12.291	1.2291
53828.2	13.336	1.3336
53828.2	12.439	1.2439
53828.2	12.244	1.2244
53828.2	13.575	1.3575
53828.2	13.036	1.3036
53828.2	12.528	1.2528
53828.2	12.315	1.2315
53828.2	13.550	1.355
53828.2	12.866	1.2866
53828.2	12.445	1.2445
53828.2	12.280	1.228
53828.3	13.536	1.3536
53828.3	12.837	1.2837
53828.3	12.375	1.2375
53828.3	12.246	1.2246
53828.3	13.529	1.3529
53828.3	12.696	1.2696
53828.3	12.198	1.2198
53828.3	12.352	1.2352
53828.3	13.496	1.3496
53828.3	12.426	1.2426
53828.3	12.279	1.2279
53828.3	13.520	1.352
53828.3	12.547	1.2547
53828.3	12.222	1.2222
53828.3	12.134	1.2134
53828.3	13.607	1.3607
53828.3	13.077	1.3077
53828.3	12.518	1.2518
53828.3	12.362	1.2362
53828.3	13.621	1.3621
53828.3	12.869	1.2869
53828.3	12.579	1.2579
53828.3	12.217	1.2217
53828.3	13.571	1.3571
53828.3	12.850	1.285
53828.4	12.358	1.2358
53828.4	12.407	1.2407
53828.4	13.243	1.3243
53828.4	13.026	1.3026
53828.4	12.382	1.2382
53828.4	12.362	1.2362
53828.4	13.217	1.3217
53828.4	12.733	1.2733
53828.4	12.319	1.2319
53828.5	13.738	1.3738
53828.5	12.275	1.2275
53828.9	13.0	1.3
53828.9	13.0	1.3
53829.3	12.851	1.2851
53829.3	12.504	1.2504
53829.3	12.293	1.2293
53829.3	13.547	1.3547
53829.3	12.794	1.2794
53829.3	12.254	1.2254
53829.3	13.453	1.3453
53829.3	12.770	1.277
53829.3	12.440	1.244
53829.3	13.584	1.3584
53829.3	12.875	1.2875
53829.3	12.497	1.2497
53829.3	12.226	1.2226
53829.3	13.569	1.3569
53829.3	11.933	1.1933
53829.3	13.295	1.3295
53829.3	12.320	1.232
53829.3	13.418	1.3418
53829.3	12.277	1.2277
53829.4	12.496	1.2496
53829.4	13.141	1.3141
53829.4	12.548	1.2548
53829.4	12.488	1.2488
53829.4	12.167	1.2167
53829.4	13.371	1.3371
53829.4	12.176	1.2176
53829.4	13.492	1.3492
53829.4	12.585	1.2585
53829.4	12.303	1.2303
53829.4	12.482	1.2482
53829.4	13.172	1.3172
53829.4	12.503	1.2503
53829.4	11.987	1.1987
53829.4	12.167	1.2167
53829.5	12.239	1.2239
53829.5	12.906	1.2906
53829.5	12.434	1.2434
53829.5	12.278	1.2278
53829.9	13.3	1.33
53830	13.0	1.3
53832	13.1	1.31
53832.1	13.434	1.3434
53832.1	13.105	1.3105
53832.1	12.711	1.2711
53832.1	12.133	1.2133
53832.1	13.413	1.3413
53832.1	12.808	1.2808
53832.1	12.381	1.2381
53832.1	12.196	1.2196
53832.1	13.450	1.345
53832.1	12.766	1.2766
53832.1	12.534	1.2534
53832.1	12.164	1.2164
53832.1	13.552	1.3552
53832.1	12.796	1.2796
53832.2	12.475	1.2475
53832.2	12.295	1.2295
53832.2	13.640	1.364
53832.2	12.419	1.2419
53832.2	12.176	1.2176
53832.2	12.285	1.2285
53832.2	12.951	1.2951
53832.2	12.566	1.2566
53832.2	12.318	1.2318
53832.2	13.555	1.3555
53832.2	12.932	1.2932
53832.2	12.445	1.2445
53832.2	12.272	1.2272
53832.2	13.496	1.3496
53832.2	12.962	1.2962
53832.2	12.511	1.2511
53832.2	12.275	1.2275
53832.2	13.572	1.3572
53832.2	12.788	1.2788
53832.2	12.254	1.2254
53832.2	12.227	1.2227
53832.2	13.209	1.3209
53832.2	12.289	1.2289
53832.2	12.201	1.2201
53832.2	12.268	1.2268
53832.2	12.275	1.2275
53832.3	12.780	1.278
53832.3	12.205	1.2205
53832.3	12.203	1.2203
53832.3	12.678	1.2678
53832.3	12.265	1.2265
53832.3	12.330	1.233
53832.3	13.384	1.3384
53832.3	12.864	1.2864
53832.3	12.469	1.2469
53832.3	12.236	1.2236
53832.3	13.590	1.359
53832.3	12.926	1.2926
53832.3	12.635	1.2635
53832.3	12.276	1.2276
53832.3	13.613	1.3613
53832.3	12.985	1.2985
53832.3	12.593	1.2593
53832.3	12.143	1.2143
53832.3	13.679	1.3679
53832.3	13.006	1.3006
53832.3	12.524	1.2524
53832.3	12.288	1.2288
53832.3	13.632	1.3632
53832.3	13.006	1.3006
53832.3	12.479	1.2479
53832.3	12.294	1.2294
53832.3	13.558	1.3558
53832.3	12.834	1.2834
53832.4	12.837	1.2837
53832.4	12.512	1.2512
53832.4	12.236	1.2236
53832.4	13.502	1.3502
53832.4	12.968	1.2968
53832.4	12.523	1.2523
53832.4	12.196	1.2196
53832.4	13.535	1.3535
53832.4	12.618	1.2618
